id,txt
13307,"山羊仔 獲救 野放 黏走 轉頭看 敢若 謝恩"
13308,"三立新聞台"
13309,"太魯閣 國家公園管理處 ，"
13310,"幾日前 野放 一隻 保育類動物 ，"
13311,"對 盜獵者 手中 搶救 轉來的 山羊仔 ，"
13312,"這隻 山羊仔 行出 籠仔 ，"
13313,"準備 回歸 大自然 進前 ，"
13314,"猶越頭 看著 管理處 人員 佮 警察 ，"
13315,"若親像 佇向 救命恩人 表達謝意 。"
13316,"轎車 失控 踏趨 番車反 男女 拋出 車外 慘死"
13317,"三立新聞台"
13318,"臺中縣 西濱快速公路 路橋跤 ，"
13319,"二十八號 透早 六點外 ，"
13320,"發生 一件 死亡車禍 ，"
13321,"一台 自家用的 ，"
13322,"疑似 超速 失控 踏趨 ，"
13323,"挨著 分隔島 了後 ，"
13324,"規台車 番車反 ，"
13325,"閣挨著 高架橋的 柱仔 ，"
13326,"車 才停落來 ，"
13327,"車頂 三名 乘客 ，"
13328,"當場 被𫝺出 車外 ，"
13329,"駕駛 被㧎佇 車內 ，"
13330,"民眾 隨敲 一一九 ，"
13331,"但猶是 回天乏術 ，"
13332,"四个人 送到 醫院 了後 ，"
13333,"猶原 宣告無醫 。"
13334,"劉小弟 之死 醫生 老爸 批 」 政府 非常 苦惡 」"
13335,"三立新聞台"
13336,"臺中市 七歲 姓劉 小弟 ，"
13337,"佇 施打 新流感疫苗 後 死亡 ，"
13338,"改破的 報告 ，"
13339,"強調 死因 佮 疫苗 無關 ，"
13340,"這个 答案 ，"
13341,"予 伊 身為 醫生的 老爸 ，"
13342,"一直 無法接受 ，"
13343,"事隔 欲倚 四個月 ，"
13344,"伊 接受 三立新聞 的 獨家專訪 ，"
13345,"表明 對 馬英九政府 的 失望 ，"
13346,"伊 講 ， 家己是 一个 平凡的 醫生 ，"
13347,"進前 伊 抑非常 支持 中國國民黨 ，"
13348,"但是 事件 發生後 ，"
13349,"毋若是 心疼 ，"
13350,"猶感覺 馬英九政府 真苦惡 ，"
13351,"無勇氣 出來 會失禮 ， 承認 錯誤 。"
13352,"鉸長 靈車 藏 對向 轎車 駕駛 恐驚 青盲"
13353,"三立新聞台"
13354,"南投縣 發生 一起 對撞車禍 ，"
13355,"一台 家長還的 靈車 ，"
13356,"對 火葬場 離開 落山的 途中 ，"
13357,"煞毋知影 啥物 原因 ，"
13358,"藏著 對向的 轎車 ，"
13359,"造成 開轎車的 姓陳 駕駛 ，"
13360,"倒耳 軟骨 骨斷 ，"
13361,"毋但 失去 聽力 ，"
13362,"目睭 猶 可能 看袂著 。"
13363,"運轉手 高血壓 險險 分去 自強號 臨臨仔 暴衝"
13364,"三立新聞台"
13365,"臺灣鐵路局 一名 自強號 運轉手 ，"
13366,"頂禮拜 駕駛 列車的 時陣 ，"
13367,"突然 血壓飆懸 ，"
13368,"強直欲 昏倒 ，"
13369,"但是 為著 車頂 四百外位 乘客的 性命安全 ，"
13370,"依 靠意志力 ，"
13371,"咬牙硬擋 十二分鐘 ，"
13372,"等列車 平安 停靠 臺北站 ，"
13373,"才被 緊急 送醫院 治療 ！"
13374,"餐廳 拄火神 ガス 外洩 引火 連燒 四間阽"
13375,"三立新聞台"
13376,"臺北市 南京東路 頂 一間 餐廳 ，"
13377,"三十號 暗時 七點外 ，"
13378,"突然 發生 火燒意外 ，"
13379,"正咧 用餐 人客 即時 被疏散 ，"
13380,"不過 因為 邊仔 就是 加油站 ，"
13381,"狀況 一度 相當 危急 ，"
13382,"消防隊 出動 十八台 消防車 前往 灌救 ，"
13383,"好佳哉 火勢 真緊 被控制 ，"
13384,"無人 傷亡 。"
13385,"學生 他效 交流 表演 錢包 集體 被竊"
13386,"三立新聞台"
13387,"三十號 暗時 一百外位 嘉義大學 音樂系 學生 ，"
13388,"到臺中 國立 勤益科技大學 ，"
13389,"進行 交流 演出時 ，"
13390,"發生 學生的 錢包 ，"
13391,"集體 被偷的 事件 。"
13392,"十五名 學生 被偷走 錢包 佮 證件 ，"
13393,"有的 學生 因為 掛心 證件 被人偷用 ，"
13394,"規工 攏憂結結 。"
13395,"愛犬 上街 遭撞傷 婦人 沿路 閘車 遭拒絕"
13396,"三立新聞台"
13397,"新竹 一名 婦人 ，"
13398,"伊的 愛犬 佇瓜頂 被車狀傷 ，"
13399,"欲愛 閘計程車 煞一直 拄著 忌泏 ，"
13400,"不得以向 一一筊 喝救人 ，"
13402,"袂用 載運 動物 ，"
13403,"上尾 警方 派出 消防隊 勤務車 ，"
13404,"將 狗 送醫急救 。"
13405,"Bush 個人 風格 強烈 來臺灣 演講 精采 通態"
13406,"三立新聞台"
13407,"美國 前總統 sio2-Bush ，"
13408,"四月下旬 可能 來臺灣 訪問 。"
13409,"自從 卸任後 ，"
13410,"伊開始 滿四界 演講 ，"
13411,"而且 無俗 ，"
13412,"四十分鐘 的 演講 ，"
13413,"上少 開價 身臺票 五百萬 ，"
13414,"不過 因為 sio2-Bush 談話 丟丟 落氣滾笑 ，"
13415,"臺灣民眾 有機會 親自 見識著 ，"
13416,"這位 無仝款的 美國前總統 。"
13417,"領癢 養的若生的 車禍身亡 獨 留 鞅仔"
13418,"三立新聞台"
13419,"舊年 父親節 前暗 ，"
13420,"蘇澳 一名 姓黃 員警 ，"
13421,"對宜蘭 趕轉 花蓮 ，"
13422,"欲 陪 養煮 過父親節 ，"
13423,"途中 煞 被 火車 狀死 ，"
13424,"痒煮的 生母 濟年來 無交無插 ，"
13425,"這馬 煞出面 欲爭 四百外萬 的 撫卹金 。"
13426,"大人 為著錢 舞甲按呢 ，"
13427,"實在 予人遺憾 ，"
13428,"這名 意外身亡的 員警 ，"
13429,"五年前 領癢了 朋友的 後生 ，"
13430,"為著 照顧 痒煮 ，"
13431,"伊 一直無 結婚 ，"
13432,"共囡仔 當做 家己 親生的 仝款 疼痛 ，"
13433,"這个 囡仔 ⿳ㄨㄢ⿳⿳ㄋㄚˋ知影 家己的 身世 ，"
13434,"佇電視頂 看著 去嬰的 報導 ，"
13435,"猶會問講 」 家己 是毋是 ⿳ㄨㄢ⿳⿳ㄋㄚˋ無人欲 」 。"
13436,"抗議 ECFA 警民衝突 爬人牆 燒旗 盡出"
13437,"三立新聞台"
13438,"ECFA 今仔日佇 桃園 大溪 的 紅許別管 ，"
13439,"臺灣 和 中國的 代表 進行 第二擺 協商 ，"
13440,"未少 民意代表 佮 民眾 聚集佇 管制區外 抗議 ，"
13441,"有人 燒 中國五星旗"
13442,"要有人 試圖 拚入 封鎖線 ，"
13443,"警民 雙方 爆發 車瞌衝突 。"
13444,"海基會 副董事長 高孔廉 ，"
13445,"暗時 宴請 中國的 代表團 ，"
13446,"雙方 氣氛 峇貼捎"
13447,"高孔廉 再次重申 ，"
13448,"中國國民黨政府 堅持 簽訂 ECFA 的 原則 ，"
13449,"就是 無開放 中國農產品 ，"
13450,"無開放 中國勞工 。"
13451,"金價 徛懸袂落 買氣差 金飾 連鎖店 倒擔朝"
13452,"三立新聞台"
13453,"金價 標中到 滿水位 ，"
13454,"毋但 民眾 袂袂落手 ，"
13455,"都連 銀樓 業者 ⿳ㄨㄢ⿳⿳ㄋㄚˋ看做 惡夢 ，"
13456,"以往 情人節 定看著 強力 播送的 廣告 ，"
13457,"超過 一半的 金飾 代理 紛紛 撤專櫃 ，"
13458,"為著 節省成本 ，"
13459,"銀樓 改變 販賣 模式 ，"
13460,"以往 規間店 攏袂 金飾 ，"
13461,"這馬 悲例 干占 一半 ，"
13462,"民眾 改袂 白金 、 K-金飾品 ，"
13463,"甚至 袂名筆 來投資 。"
13464,"中藥材 聯歡起 川七 每斤 兩百 變 一千六百箍"
13465,"三立新聞台"
13466,"啥物 物件 攏起 ，"
13467,"這馬連 漢藥材 ⿳ㄨㄢ⿳⿳ㄋㄚˋ 車夯起 ，"
13468,"臺灣 大約有 七成 漢藥 材料 ，"
13469,"攏是對 中國進口 ，"
13470,"受著 中國 焦考 影響 ，"
13471,"藥材 產量 減少 ，"
13472,"價數 ⿳ㄨㄢ⿳⿳ㄋㄚˋ 綴咧 飆起 ，"
13473,"親像 川七 ，"
13474,"對 每一斤 兩百 起到 一千六百箍 ，"
13475,"起了 八倍 ，"
13476,"其他 ， 親像 川芎 佮 西藏紅花 ，"
13477,"⿳ㄨㄢ⿳⿳ㄋㄚˋ 起了 四倍之罪 ，"
13478,"予 漢藥業者 佮 民眾 ，"
13479,"攏感覺 起甲 真譀古 。"
13480,"自強號 ⿰エン⿰ジン 甪去 旅客 摸暗 步還 鐵枝路"
13481,"三立新聞台"
13482,"一列 自強號 二空五六號 火車 ，"
13483,"對 臺東 開往 臺中縣 豐原 ，"
13484,"佇行經 屏東縣 竹田 西細 路段 ，"
13485,"尾字 車廂的 ian5-jin2 甪去 ，"
13486,"列車 緊急的 停駛 ，"
13487,"脫離了 後面 兩个 車廂 ，"
13488,"閣由 頭前 車廂 ，"
13489,"將 旅客 載到 屏東火車站 ，"
13490,"臺灣鐵路局 緊急調派 八台 遊覽車 ，"
13491,"接流 賰的 旅客 ，"
13492,"拖延了 一點外鐘 ，"
13493,"民眾 根本 去害奕 ，"
13494,"愛 臺鐵 負責 ，"
13495,"予𪜶 會當 順利 轉去 ，"
13496,"受損 車廂 已經對 西細路段 ，"
13497,"順利 拖到 西細火車站 ，"
13498,"暗時 十一點 二十六分 以後 ，"
13499,"上北列車 已經 恢復通車 。"
13500,"清明 被亂使變 男女相 貼 無主墓 咒讖矢"
13502,"臺北縣 中和市 第二公墓 ，"
13503,"有兩座 無主 孤墓頂 ，"
13504,"被人 貼著 一對男女 相片 ；"
13505,"毋但 嚨喉 被插針 ，"
13506,"相片 背後 閣寫著 姓名 、 八字 。"
13507,"猶有 一寡仔 咒讖 字眼 ，"
13508,"管理員 趕緊 清理 並且 祭拜 。"
13509,"過程中 猶傳出 ，"
13510,"到場 巡視的 民政局人員 ，"
13511,"有人 轉去後 身底 無爽快 。"
13512,"護膚店 竄火舌 女員工 對 二樓 爬窗仔 逃生"
13513,"三立新聞台"
13514,"新竹市 一間 護膚理容店 ，"
13515,"下晡 傳出 火燒意外 。"
13516,"現場 一度 濃煙密佈 ，"
13517,"消防隊 趕緊將 店員 對二樓 救落來 ，"
13518,"其中 一名 女員工 ，"
13519,"因為 吸入 過濟 濃煙 tshngh4-siong1 ，"
13520,"好佳哉 無釀成 較大的 災害 。"
13521,"疑似 ガス 外洩 女童 開電風 引爆 燒著 無醫"
13522,"三立新聞台"
13523,"彰化縣 花壇鄉 透早 發生 氣爆 火燒意外 ，"
13524,"一名 十歲 查某囡仔 ，"
13525,"起床 看電視 ，"
13526,"紲手 開了 電風 ，"
13527,"無想著 當時 伊厝內 疑似 ガス外洩 ，"
13528,"開電風 的 同時 ，"
13529,"瞬間 發生 氣爆 火勢延燒 規間厝 ，"
13530,"查某囡仔的 規身軀 著火 ，"
13531,"身體 嚴重的 燒著 ，"
13532,"送醫急救 但是 宣告無醫 。"
13533,"老舊 公寓 暗暝 惡火 查某囡仔 葬身火窟"
13534,"三立新聞台"
13535,"佇 高雄市的 三民區 ，"
13536,"透早 十二點外 ，"
13537,"老舊公寓 一樓 發生火燒 ，"
13538,"這一家 四口 ，"
13539,"單親的 姓吳 老爸 佮 兩名 查某囝 ，"
13540,"分別是 十一歲 佮 五歲 ，"
13541,"三个人 生狂逃出 ，"
13542,"八歲 查某囡仔 煞不幸 被燒死 佇厝內 ，"
13543,"被 消防人員 發現的 時陣 ，"
13544,"查某囡仔 猶倒佇 眠床頂 ，"
13545,"查某囡仔的 阿媽 趕到現場 ，"
13546,"看著 上疼痛的 查某孫 規身軀 臭焦色 ，"
13547,"當場 悽慘哭無聲 。"
13548,"幾十粒 星 見 王毅 臺灣 替咻將領 祖傳 訪 中糕"
13549,"三立新聞台"
13550,"這个 六號 拜二 ，"
13551,"中國國臺辦 辦公室 主任 王毅 ，"
13552,"佇北京 接見 一團 相當 特別的 臺灣訪問團 ，"
13553,"由 前 總政戰部 主任 許歷農 屑領的 替咻將領團 ，"
13554,"許歷農 表達 希望 兩岸 建立 軍事互信機制 ，"
13555,"猶講 伊 這擺到 中國北京 ，"
13556,"是欲 促進 兩岸 替咻 軍人的 情感 ，"
13557,"過去 中國國民黨 和 中國共產黨 砲彈 三向 ，"
13558,"到今 欲愛 情感交流 ，"
13559,"予人 若像 時空錯置 。"
13560,"疏詩 傷清涼 警察 」 勸導 」 pi7-tshngh4 使出 過肩摔"
13561,"三立新聞台"
13562,"臺北縣警察局 中和二分局 圓山派出所 一名 警員 ，"
13563,"佇 四月 六號 經過 一間 檳榔擔 ，"
13564,"發現 一名 檳榔西施 穿甲 傷清涼 ，"
13565,"這名 檳榔西施 顏如憶 tshngh4-siann1 ，"
13566,"佇過程中 女子 和 警員 發生 口角 ，"
13567,"警員 一氣之下 ，"
13568,"竟然 使用 柔道 、 擒拿術 將 這名 檳榔西施 過肩摔 ，"
13569,"猶共 這位 女子 雙手 反哭 ，"
13570,"押回 警察局 偵訊 ，"
13571,"規个 過程 攏被 監視器 錄落來 。"
13572,"「 欲 死翹翹矣 「 護士 嘻笑 翕 病人 予人罵 可恥"
13573,"三立新聞台"
13574,"臺北縣 一間 醫院的 護士 ，"
13575,"共 和 病人 嘻笑的 影片 褒 上網 ，"
13576,"畫面內 八十歲 老人 破病倒床 ，"
13577,"插了 鼻講 無法講話 ，"
13578,"而且 生疥瘡 ，"
13579,"抓甲 攏流血矣 ，"
13580,"護士 竟然 無先 幫伊 七藥仔 ，"
13581,"猶對 老人 大細聲喝 ，"
13582,"網友 痛罵 這是 見笑代護士 。"
13583,"中國 烏道 毛爪 伸入 政治可"
13584,"自由時報報導"
13585,"中國 烏道 惡四綠 犯罪 一工一工囂俳 ，"
13586,"特別 值得 警戒的是 ，"
13587,"烏道𪜶 當積極向 政治領域 滲透 ，"
13588,"用各種 手段 提著 中國人大代表 ，"
13589,"以及 中國種拹委員 的 資格 。"
13590,"中國的 法制日報 對 權威部門 知影 ，"
13591,"二空空空年 至 二空空三年 「 拍烏除惡 」 專案中 ，"
13592,"破獲的 烏道組織 大多 已經 發展 五年以上 ，"
13593,"搤這擺 專案行動 破獲的 烏道 ，"
13594,"發展期 佇 五年以下 的 都占 百分之 五十二 。"
13595,"六級 陣風 」 風飛沙石 」 高屏溪 沿岸 」 模茫茫 」"
13596,"三立新聞台"
13597,"今仔日 南部 民眾 ，"
13598,"攏感受著 陣風 真大 ，"
13599,"高雄氣象站 測著的 上大 風速 有六級 ，"
13600,"強大 風速 絞起 高屏溪 枯焦 河床的 砂石 ，"
13602,"高屏大橋 佮 萬大橋 被砂石攏罩 ，"
13603,"若親像 無去矣 ，"
13604,"能見度 非常低 ，"
13605,"予 騎⿰オ－ト⿰バイ 和 開車民眾 」 心驚驚 」 ！"
13606,"臺灣 搝大索隊 勇奪 亞洲盃 俱樂部 獎杯 對抗賽 柯"
13607,"自由時報報導"
13608,"我國的 南投高中 、 臺中縣 大里高中 、"
13609,"猶有 基隆 暖暖高中 的 搝大索隊 ，"
13610,"八號 佇 韓國 亞洲盃 搝大索公開賽 俱樂部 ，"
13611,"贏得 對抗賽 冠軍 容揻海外 。"
13612,"suai3-thuan5 參加 第八屆 亞洲盃 搝大索錦標賽 ，"
13613,"景美女中 的 校長 林例樺 ，"
13614,"佇 童真 室內體育館 接受 訪問 表示 ，"
13615,"昨日的 比賽 和 錦標賽 無仝的是 ，"
13616,"是由 參加的 隊伍 用 俱樂部 名義 對抗 ，"
13617,"結果 南投高中 、 臺中縣縣立 大里高中 、"
13618,"基隆 暖暖高中 的 搝大索隊 ，"
13619,"分別 榮獲 男 、 女 、 甲參賽的 俱樂部 冠軍 。"
13620,"斗六 ガス行 氣爆 義消 記者 罪人 受傷"
13621,"三立新聞台"
13622,"佇 雲林縣 斗六市 鎮南路 ，"
13623,"一間 ガス行 倉庫 ，"
13624,"下晡 三點外 疑似因 ガス外洩 ，"
13625,"發生 氣爆火燒 ，"
13626,"現場 不斷傳出 驚人的 曝榨聲 ，"
13627,"並且 燒起 猛狂大火 ，"
13628,"消防隊 獲報後 出動 濟台 消防車 搶救 ，"
13629,"清理 火場 時陣 ，"
13630,"數罐 液態ガス 突然發生 閃燒 ，"
13631,"致使 現場 消防人員 、 義消 、 記者 ，"
13632,"攏總 十外人 受傷 ！"
13633,"大炳 三度 吸毒 被掠 製作人 感慨 自求多福"
13634,"三立新聞台"
13635,"大炳 前兩擺 吸毒事件 ，"
13636,"重傷 家己 演藝之路 ，"
13637,"到今 三度 被掠 ，"
13638,"⿳ㄨㄢ⿳⿳ㄋㄚˋ予 進前 幫忙 安排 表演 機會 ，"
13639,"節目 製作人 愖玉林 忍袂牢 幌頭 ，"
13640,"伊講 皆幫的 攏幫矣 ，"
13641,"未來 請伊 自求多福 。"
13642,"都連 一手牽抾 大炳 的 ，"
13643,"前經紀人 王偉忠 ，"
13644,"⿳ㄨㄢ⿳⿳ㄋㄚˋ 對伊 真失望 ，"
13645,"毋願 加講 這位 往日的 子弟兵 。"
13646,"拖板車 挨死 婦女 死者 家屬 哭倒 在地"
13647,"三立新聞台"
13648,"暗時 上新 社會新聞消息 ，"
13649,"臺北縣 新莊 發生 一起 死亡車禍 ，"
13650,"一名 五十七歲 的 姓劉 婦人 ，"
13651,"暗時 騎⿰オ－ト⿰バイ 行過 路口 時陣 ，"
13652,"煞拄著 一台 雙連結 拖板車 挨著 ，"
13653,"咧佇 車底 ， 當場死亡 ，"
13654,"駕駛 經過 酒測 是 零 ，"
13655,"警方 目前 深入 調查 意外原因 ，"
13656,"不過 死者的 囝兒 來到 現場時 ，"
13657,"看著 母親的 遺體 ，"
13658,"當場 情緒失控 ，"
13659,"哭倒佇塗跤 。"
13660,"臺南 眠加厝 大火 舞女 喪命 家屬 哭斷長"
13661,"三立新聞台"
13662,"臺南縣 新化鎮 哪鈸釧 ，"
13663,"拜一 發生 眠加厝火燒 ，"
13664,"由於 厝內 拄好佇 裝潢 ，"
13665,"火勢 一發 不可收拾 ，"
13666,"短短 半點鐘 ，"
13667,"都共 眠加厝 燒甲空空 ，"
13668,"家屬 不斷佇 厝外 著急叫喝 ，"
13669,"內面 猶有 兩个人 ，"
13670,"消防人員 入去後 發現 ，"
13671,"一對 母女 陳屍 佇厝內 ，"
13672,"好字運 逃出的 阿媽 哭倒在地 。"
13673,"挨死人 逃脫 ⿰オ－ト⿰バイ 喙帕仔 成做 破案 關鍵"
13674,"三立新聞台"
13675,"佇半年前 ，"
13676,"高雄市 發生一起 死亡車禍 ，"
13677,"抾字紙老人 遭 ⿰オ－ト⿰バイ e1-hmh4 慘死 路邊 ，"
13678,"原本 案情 陷落家黏 ，"
13679,"毋過 警方 憑著 現場 小可的 ⿰オ－ト⿰バイ 喙帕仔 ，"
13680,"清查 三千外台 仝款的 ⿰オ－ト⿰バイ ，"
13681,"總算 查出 嫌犯 ，"
13682,"涉嫌人 案發之後 ，"
13683,"伊隨共 ⿰オ－ト⿰バイ 送修 煙滅證據 ，"
13684,"原本 掠做 按呢 都會當 閃避 查緝 ，"
13685,"無想著 猶是被掠 。"
13686,"死亡 路段 小林村 便道 通車 兩個月 四人 死亡"
13687,"三立新聞台"
13688,"位佇 高雄縣 小林村 臺二十一線 的 路段 ，"
13689,"對 八八風災 搶通 便道 以來 ，"
13690,"通車 兩個月 都已經 奪走 四條 鄰命 ，"
13691,"發生了 三件重大 車禍 ，"
13692,"原因是 這个 路段 實在是 傷危險 ！"
13693,"毋但 平均 坡度 懸到 百分之 十九 ，"
13694,"甚至 猶有 四十五度 的 彎路路段 ，"
13695,"駕駛人 只要 一無細膩 ，"
13696,"攏真有 可能 跋落 山坑仔 ，"
13697,"但是 交通部 煞講 遮的 車禍 ，"
13698,"其實 攏是 違規 駕駛 造成 ，"
13699,"愛 用路人 經過時 ，"
13700,"小心開車 「 減速慢行 「 就會使矣 。"
13702,"三立新聞台"
13703,"十三號 的 暗時 七點外 ，"
13704,"臺中市 惠中路 和 大業路 路口 附近 ，"
13705,"先後 攏總有 三个 店頭 佮 一台 汽車 ，"
13706,"玻璃 攏 拄著 鋼珠彈 射破 ，"
13707,"民眾 攏 大驚一趒 。"
13708,"警方 毋敢輕忽 ，"
13709,"隨調閱 路口 監視器畫面 ，"
13710,"揣著了 疑似 緣瓜 謝迵 店頭 玻璃的 嫌犯 ，"
13711,"不過 警察 揣著的 這名 嫌犯 ，"
13712,"硬喙否認 涉案 。"
13713,"糊塗 老母 笑歌 傷無顧己 三歲 囡仔 走繖"
13714,"三立新聞台"
13715,"苗栗市 發生 老母 起到 KTV 笑歌 ，"
13716,"共 後生 創⿰拍毋見 ，"
13717,"遮爾 離譜的 狀況 ，"
13718,"原來是 一名 姓陳 婦人 ，"
13719,"四月 十號 暗時 十點半 左右 ，"
13720,"𤆬著 三歲 後生 ，"
13721,"綴朋友去 KTV 笑歌 ，"
13722,"笑甲 傷無顧己 ，"
13723,"毋知影 家己 後生 走出 包廂 ，"
13724,"走到 車車轉 的 路邊 徘徊 ，"
13725,"民眾 眼著 報警 ，"
13726,"巡邏 員警 共 囡仔 𤆬轉 派出所 ，"
13727,"閣透過 KTV 螢幕頂的 走馬燈 ，"
13728,"播放 查埔囡仔 走線 訊息 ，"
13729,"這名 糊塗 老母 ，"
13730,"才生驚 家己的 囡仔 無去矣 。"
13731,"運將 酒駕 機車 騎士 身亡 會失禮 被追拍"
13732,"三立新聞台"
13733,"十四號 透早 五點外 ，"
13734,"佇 臺北市 自強 磅空口 ，"
13735,"發生 一起 死亡車禍 ，"
13736,"一名 公車司機 騎⿰オ－ト⿰バイ 欲起 上班 ，"
13737,"煞被 一名 酒駕的 計程車司機 ，"
13738,"高速 對尾後 追挵 飛出 六十公尺 ，"
13739,"送醫後 無醫身亡 ，"
13740,"家屬 看著 前來 會失禮的 出事駕駛 ，"
13741,"當場 心情烹費 ，"
13742,"搝拖 追拍 計程車司機 。"
13743,"偷 上千 女內衫褲 嫌犯 搬出"
13744,"三立新聞台"
13745,"嘉義縣 一名 姓王 嫌犯 ，"
13746,"專偷 女性內衫褲 ，"
13747,"警方 揣上門 欲拍開 嫌犯的 褚傱色 ，"
13748,"嫌犯 猶講欲 跋桮 ，"
13749,"指稱 三太子 無同意 拍開 ，"
13750,"根本 就是共 提 搜查票 警方 準癮頭 ，"
13751,"嫌犯 事後 坦承 ，"
13752,"偷來的 賊物 攏是 家己欲 欣賞的 ，"
13753,"搤 堆積哪山 的 女性內衫褲 ，"
13754,"抑 堆滿了 規个 警察局 。"
13755,"上千 臺灣 旅客 睏佇 歐洲 睏機場"
13756,"三立新聞台"
13757,"因為 火山爆發 ，"
13758,"造成 飛往 歐洲 航班 大亂 ，"
13759,"臺灣 ⿳ㄨㄢ⿳⿳ㄋㄚˋ有 兩千外位 旅客 受著 影響 ，"
13760,"其中 一千外人 目前 猶受困佇 歐洲 ，"
13761,"無法 到地 目的地 ，"
13762,"另外 一千外人 是 紲落來 無法 出團 ，"
13763,"對這 航空公司 佮 旅行社 ，"
13764,"攏佇 想辦法 解決 ，"
13765,"親像 華航 有 兩百外名 欲到 英國的 旅客 ，"
13766,"昨日 猶塊店佇 德國機場 ，"
13767,"今仔日 已經用 坐車的 方式 ，"
13768,"數百人 轉到 英國倫敦 ，"
13769,"數十萬箍 的 費用 全部攏由 業者 家己吸收 。"
13770,"舊金山 近郊 地層 下陷 車輛 慘遇 必縫 吞噬"
13771,"三立新聞台"
13772,"美國 和 墨西哥 編揀 才發生過 大地動 ，"
13773,"這馬 加州 舊金山 附近 ，"
13774,"突然 閣有 地層下陷 ，"
13775,"都佇 公路邊仔 ，"
13776,"出現 一个 十五 公尺 闊的 地空 ，"
13777,"真濟 車輛 攏慘遇 吞噬 ，"
13778,"好佳哉 無人傷亡 ，"
13779,"不過 現場 驚藏的 畫面 ，"
13780,"敢若 電影 二空一二 翻版 ，"
13781,"⿳ㄨㄢ⿳⿳ㄋㄚˋ予 民眾 人人 人心惶惶 。"
13782,"冰島 火山撫 週末 恐驚 湠開 中國 新疆 、 東北"
13783,"自由時報報導"
13784,"冰島 火山 爆發後 形成的 火山撫 殕痕團 ，"
13785,"伊的 擴散 影跡 並無 減弱 ，"
13786,"未來的 這幾工 ，"
13787,"恐驚 會湠開到 中國的 新疆 、 東北 地區 ，"
13788,"上有可能的是 佇 四月 二十三 矣 二十四號 ，"
13789,"不過 到時 濃度 已經 降低 ，"
13790,"賣甲 影響 空中交通 。"
13791,"中國的 衛星 氣象中心 向 上海 東方早報 表示 ，"
13792,"中國的 氣象 專家講 ，"
13793,"拄佇 密切 監視 冰島 火山撫 的 擴散 情況 ，"
13794,"我國的 中央氣象局 ⿳ㄨㄢ⿳⿳ㄋㄚˋ表示 ，"
13795,"暫時無 相關 消息 披露 。"
13796,"亞洲地區 貧富差距 臺灣 排名 懸於 日本 韓國"
13797,"自由時報報導"
13798,"政治 經濟 風險 顧問公司 公佈 調查 結果 ，"
13799,"亞洲 地區的 貧富差距 報告 ，"
13800,"其中 日本的 貧富差距 上小 ，"
13802,"臺灣 排名 第三 ；"
13803,"貧富差距 上大的 國家是 中國 ，"
13804,"排名 佇後面的是 菲律賓 佮 中國香港特區 ，"
13805,"這份 貧富差距 報告 ，"
13806,"是根據 Gini 係數 分析 ，"
13807,"學者 警告 馬英九政府 若無 審慎 處理 ECFA 議題 ，"
13808,"臺灣 未來的 貧富不均 只會 更加嚴重 。"
13809,"冠軍 條酒西 尤港仙 好心 囥煞 予人推 枉死"
13810,"三立新聞台"
13811,"南部 知名的 冠軍 條酒西 尤港仙 ，"
13812,"前幾工 佇 夜店內 ，"
13813,"出面 調解 酒客 之間的 分鐘 ，"
13814,"無想到 囥煞 囥囥咧 顛倒 被拍 ，"
13815,"造成 伊 呸白瀾 ，"
13816,"上尾 昏迷 死亡 ！"
13817,"尤港仙 是 條酒蓋 的 臺灣之光 ，"
13818,"為著 負擔 家計 ，"
13819,"除了佇 臺中 教條酒 ，"
13820,"假日 轉去 高雄 佇 pub 兼職 ，"
13821,"煞無想到 為著 囥煞 轉送性命 。"
13822,"炭屎 恐驚 污染 七股 漁塭 民眾 憂心 生計 佮 環境"
13823,"三立新聞台"
13824,"臺南縣 以 生態 文名的 七股楠仔 ，"
13825,"⿳ㄨㄢ⿳⿳ㄋㄚˋ傳出 炭屎 污染 ，"
13826,"尤其 當地 有袂少 漁塭 ，"
13827,"環保 團體的 綵樣 已經 證實 ，"
13828,"遮的 貨炭屎 當中 ，"
13829,"有 四 、 五整 有毒 重金屬 過量 ，"
13830,"在地 民眾 擔憂 ，"
13831,"𪜶 耐以生存 的 水域 受著 污染 ，"
13832,"希望 有關單位 趕緊 清理 有毒 炭屎 。"
13833,"中國蟻族 轉移 陣地 搶租 」 家農 公寓 」"
13834,"三立新聞台"
13835,"中國的 少年人 佇 北京 拍拚 ，"
13836,"⿳ㄨㄢ⿳⿳ㄋㄚˋ 因為 收入少 ，"
13837,"只會 選擇 蹛佇 偏僻的 堂家領 ，"
13838,"這馬 棠家領 咧欲 拆遷 ，"
13839,"遮的 被稱做 蟻族的人 ，"
13840,"開始 往其他 陣地 轉移 ，"
13841,"親像 首都 北京 周邊的 」 六農裝 」 ，"
13842,"⿳ㄨㄢ⿳⿳ㄋㄚˋ 出現 宮 外地人 棲身的 」 家農 公寓 」 ，"
13843,"不過 所謂的 公寓 ，"
13844,"事實 只是 一个 鐵籠仔 ，"
13845,"但是 因為 月租 只要 兩百五十箍 ，"
13846,"八个 鐵籠仔 已經 出租一空 。"
13847,"偷渡來 臺灣 做散工 漁船 靠礁 軍事 管制區"
13848,"三立新聞台"
13849,"高雄市 附近的 柴山 海域 ，"
13850,"天光早 發現 一隻 靠礁的 中國籍 漁船 ，"
13851,"船頂 空無一人 。"
